pass_id,pack_number,pack_name,repo,node_id_class_type,display_name,category,schema_level,status,input_summary,output_summary,primary_use,models_or_dependencies,workflow_generation_policy,portable_default_candidate,requires_local_test,risk_tags,source_refs,notes
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_AnimateDiffLoRALoader,ADE_AnimateDiffLoRALoader,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_AnimateDiffSamplingSettings,ADE_AnimateDiffSamplingSettings,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_AnimateDiffKeyframe,ADE_AnimateDiffKeyframe,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_MultivalDynamic,ADE_MultivalDynamic,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_MultivalDynamicFloatInput,ADE_MultivalDynamicFloatInput,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_MultivalDynamicFloats,ADE_MultivalDynamicFloats,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_MultivalScaledMask,ADE_MultivalScaledMask,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_MultivalConvertToMask,ADE_MultivalConvertToMask,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_StandardStaticContextOptions,ADE_StandardStaticContextOptions,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_StandardUniformContextOptions,ADE_StandardUniformContextOptions,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_LoopedUniformContextOptions,ADE_LoopedUniformContextOptions,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ViewsOnlyContextOptions,ADE_ViewsOnlyContextOptions,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_BatchedContextOptions,ADE_BatchedContextOptions,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_VisualizeContextOptionsK,ADE_VisualizeContextOptionsK,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_VisualizeContextOptionsKAdv,ADE_VisualizeContextOptionsKAdv,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_VisualizeContextOptionsSCustom,ADE_VisualizeContextOptionsSCustom,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_StandardStaticViewOptions,ADE_StandardStaticViewOptions,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_StandardUniformViewOptions,ADE_StandardUniformViewOptions,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_LoopedUniformViewOptions,ADE_LoopedUniformViewOptions,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ContextExtras_Set,ADE_ContextExtras_Set,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ContextExtras_ContextRef,ADE_ContextExtras_ContextRef,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ContextExtras_ContextRef_ModeFirst,ADE_ContextExtras_ContextRef_ModeFirst,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ContextExtras_ContextRef_ModeSliding,ADE_ContextExtras_ContextRef_ModeSliding,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ContextExtras_ContextRef_ModeIndexes,ADE_ContextExtras_ContextRef_ModeIndexes,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ContextExtras_ContextRef_TuneAttn,ADE_ContextExtras_ContextRef_TuneAttn,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ContextExtras_ContextRef_TuneAttnAdain,ADE_ContextExtras_ContextRef_TuneAttnAdain,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ContextExtras_ContextRef_Keyframe,ADE_ContextExtras_ContextRef_Keyframe,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
PASS_02D,24,AnimateDiff Evolved,Kosinkadink/ComfyUI-AnimateDiff-Evolved,ADE_ContextExtras_ContextRef_KeyframeInterpolation,ADE_ContextExtras_ContextRef_KeyframeInterpolation,AnimateDiff Evolved,mapping_confirmed,active,mapping confirmed; exact INPUT_TYPES not fully audited this pass,unknown until module sweep,AnimateDiff motion/context/sampling support node; exact schema requires module sweep.,AnimateDiff motion models; context options; optional camera/PIA/LCM models,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,animatediff,video,needs_schema_sweep",turn179file0;turn180file0,
