pass_id,pack_number,pack_name,repo,node_id_class_type,display_name,category,schema_level,status,input_summary,output_summary,primary_use,models_or_dependencies,workflow_generation_policy,portable_default_candidate,requires_local_test,risk_tags,source_refs,notes
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,DynamicConditioning,DynamicConditioning,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,GemmaAPITextEncode,GemmaAPITextEncode,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,GuiderParameters,GuiderParameters,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,ImageToCPU,ImageToCPU,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,LTXAddVideoICLoRAGuide,LTXAddVideoICLoRAGuide,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,LTXAddVideoICLoRAGuideAdvanced,LTXAddVideoICLoRAGuideAdvanced,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,LTXFloatToInt,LTXFloatToInt,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,LTXICLoRALoaderModelOnly,LTXICLoRALoaderModelOnly,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,LTXQ8Patch,LTXQ8Patch,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
PASS_02C,22,ComfyUI-LTXVideo,Lightricks/ComfyUI-LTXVideo,LTXVAdainLatent,LTXVAdainLatent,LTXVideo,mapping_confirmed,active,mapping confirmed from static NODE_CLASS_MAPPINGS; schema not fully audited this pass,unknown until source module sweep,LTXVideo support node; exact schema needs module-specific pass.,LTXVideo model ecosystem; varies by node,rag_only_do_not_generate_until_schema_confirmed,no,yes,"mapping_only,ltx,needs_schema_sweep",turn171file0,Do not use for JSON generation until the module file for this node has been audited.
